State,Year,Month,T2M,PRECTOTCORR
RHODE ISLAND,2013,4,7.88,1.41
RHODE ISLAND,2013,5,13.69,2.63
RHODE ISLAND,2013,6,18.85,7.95
RHODE ISLAND,2013,7,23.66,2.44
RHODE ISLAND,2013,8,21.26,2.46
RHODE ISLAND,2013,9,17.81,2.02
RHODE ISLAND,2013,10,14.28,0.76
RHODE ISLAND,2013,11,6.81,2.87
RHODE ISLAND,2013,12,2.51,3.14
RHODE ISLAND,2014,1,-1.37,2.53
RHODE ISLAND,2014,2,-1.88,3.66
RHODE ISLAND,2014,3,0.85,4.79
RHODE ISLAND,2014,4,7.16,4.13
RHODE ISLAND,2014,5,13.38,2.09
RHODE ISLAND,2014,6,18.55,1.88
RHODE ISLAND,2014,7,21.95,3.2
RHODE ISLAND,2014,8,21.13,1.92
RHODE ISLAND,2014,9,19.29,1.08
RHODE ISLAND,2014,10,14.64,3.21
RHODE ISLAND,2014,11,6.81,4.4
RHODE ISLAND,2014,12,4.09,4.53
RHODE ISLAND,2015,1,-1.96,3.09
RHODE ISLAND,2015,2,-6.0,2.12
RHODE ISLAND,2015,3,0.25,3.59
RHODE ISLAND,2015,4,7.32,1.81
RHODE ISLAND,2015,5,14.33,1.08
RHODE ISLAND,2015,6,17.88,3.96
RHODE ISLAND,2015,7,22.55,2.03
RHODE ISLAND,2015,8,23.3,2.01
RHODE ISLAND,2015,9,20.7,4.22
RHODE ISLAND,2015,10,12.93,2.9
RHODE ISLAND,2015,11,9.76,2.15
RHODE ISLAND,2015,12,8.25,4.22
RHODE ISLAND,2016,1,0.78,2.46
RHODE ISLAND,2016,2,1.26,4.07
RHODE ISLAND,2016,3,5.16,2.06
RHODE ISLAND,2016,4,7.22,3.26
RHODE ISLAND,2016,5,13.27,2.73
RHODE ISLAND,2016,6,18.68,1.22
RHODE ISLAND,2016,7,23.24,2.13
RHODE ISLAND,2016,8,23.65,2.47
RHODE ISLAND,2016,9,20.01,2.57
RHODE ISLAND,2016,10,13.77,4.51
RHODE ISLAND,2016,11,8.44,2.7
RHODE ISLAND,2016,12,2.85,2.75
RHODE ISLAND,2017,1,2.16,3.72
RHODE ISLAND,2017,2,1.87,1.96
RHODE ISLAND,2017,3,1.18,3.23
RHODE ISLAND,2017,4,8.83,4.77
RHODE ISLAND,2017,5,12.54,5.1
RHODE ISLAND,2017,6,18.07,3.01
RHODE ISLAND,2017,7,21.55,3.03
RHODE ISLAND,2017,8,21.53,1.85
RHODE ISLAND,2017,9,19.42,3.09
RHODE ISLAND,2017,10,16.42,5.45
RHODE ISLAND,2017,11,8.1,2.16
RHODE ISLAND,2017,12,0.65,2.01
RHODE ISLAND,2018,1,-1.09,4.36
RHODE ISLAND,2018,2,2.91,5.68
RHODE ISLAND,2018,3,2.41,3.87
RHODE ISLAND,2018,4,6.26,4.28
RHODE ISLAND,2018,5,13.93,1.88
RHODE ISLAND,2018,6,17.85,2.64
RHODE ISLAND,2018,7,22.72,2.59
RHODE ISLAND,2018,8,24.01,2.65
RHODE ISLAND,2018,9,19.94,6.38
RHODE ISLAND,2018,10,13.05,4.81
RHODE ISLAND,2018,11,6.33,7.84
RHODE ISLAND,2018,12,2.48,4.16
RHODE ISLAND,2019,1,-0.53,4.82
RHODE ISLAND,2019,2,-0.04,2.92
RHODE ISLAND,2019,3,2.18,2.87
RHODE ISLAND,2019,4,8.44,5.7
RHODE ISLAND,2019,5,12.46,3.26
RHODE ISLAND,2019,6,18.08,4.3
RHODE ISLAND,2019,7,23.09,3.75
RHODE ISLAND,2019,8,22.37,3.12
RHODE ISLAND,2019,9,19.04,1.57
RHODE ISLAND,2019,10,14.17,5.56
RHODE ISLAND,2019,11,6.31,2.89
RHODE ISLAND,2019,12,2.52,5.76
RHODE ISLAND,2020,1,2.2,1.38
RHODE ISLAND,2020,2,2.13,2.8
RHODE ISLAND,2020,3,5.17,3.3
RHODE ISLAND,2020,4,6.59,4.4
RHODE ISLAND,2020,5,12.07,2.31
RHODE ISLAND,2020,6,19.25,2.37
RHODE ISLAND,2020,7,23.59,1.62
RHODE ISLAND,2020,8,23.39,1.49
RHODE ISLAND,2020,9,19.33,1.05
RHODE ISLAND,2020,10,14.22,4.86
RHODE ISLAND,2020,11,10.22,4.19
RHODE ISLAND,2020,12,3.72,5.82
RHODE ISLAND,2021,1,0.15,1.93
RHODE ISLAND,2021,2,0.44,3.22
RHODE ISLAND,2021,3,3.56,2.33
RHODE ISLAND,2021,4,8.13,2.95
RHODE ISLAND,2021,5,13.79,3.99
RHODE ISLAND,2021,6,19.62,1.75
RHODE ISLAND,2021,7,21.82,5.33
RHODE ISLAND,2021,8,23.35,3.72
RHODE ISLAND,2021,9,20.34,6.25
RHODE ISLAND,2021,10,15.94,4.54
RHODE ISLAND,2021,11,7.64,1.78
RHODE ISLAND,2021,12,5.02,1.52
RHODE ISLAND,2022,1,-0.8,2.88
RHODE ISLAND,2022,2,1.02,4.59
RHODE ISLAND,2022,3,4.49,2.83
RHODE ISLAND,2022,4,8.59,2.78
RHODE ISLAND,2022,5,13.85,1.68
RHODE ISLAND,2022,6,19.08,2.9
RHODE ISLAND,2022,7,23.73,1.2
RHODE ISLAND,2022,8,23.92,2.25
RHODE ISLAND,2022,9,19.3,4.77
RHODE ISLAND,2022,10,14.23,4.34
RHODE ISLAND,2022,11,9.76,2.95
RHODE ISLAND,2022,12,3.34,4.49
RHODE ISLAND,2023,1,3.5,5.84
RHODE ISLAND,2023,2,2.01,1.68
RHODE ISLAND,2023,3,4.03,3.23
RHODE ISLAND,2023,4,9.86,3.34
RHODE ISLAND,2023,5,13.77,2.38
RHODE ISLAND,2023,6,17.81,3.0
RHODE ISLAND,2023,7,23.41,5.46
RHODE ISLAND,2023,8,21.7,4.22
RHODE ISLAND,2023,9,19.83,6.24
RHODE ISLAND,2023,10,14.77,2.37
RHODE ISLAND,2023,11,7.03,1.74
RHODE ISLAND,2023,12,5.43,6.78
RHODE ISLAND,2024,1,0.91,6.08
RHODE ISLAND,2024,2,1.44,1.87
RHODE ISLAND,2024,3,5.12,7.9
RHODE ISLAND,2024,4,8.09,3.44
RHODE ISLAND,2024,5,13.79,5.26
RHODE ISLAND,2024,6,19.89,3.29
RHODE ISLAND,2024,7,23.16,3.42
RHODE ISLAND,2024,8,21.97,3.38
RHODE ISLAND,2024,9,18.74,1.89
RHODE ISLAND,2024,10,14.32,0.72
RHODE ISLAND,2024,11,9.63,2.25
RHODE ISLAND,2024,12,2.86,5.1
RHODE ISLAND,2025,1,-0.94,1.61
RHODE ISLAND,2025,2,-0.16,3.04
RHODE ISLAND,2025,3,4.86,2.25
RHODE ISLAND,2025,4,8.62,2.89
RHODE ISLAND,2025,5,13.61,6.5
RHODE ISLAND,2025,6,19.36,1.37
RHODE ISLAND,2025,7,23.3,2.48
RHODE ISLAND,2025,8,21.44,1.92
RHODE ISLAND,2025,9,19.58,2.81
RHODE ISLAND,2025,10,14.03,5.71
RHODE ISLAND,2025,11,7.42,2.64
RHODE ISLAND,2025,12,-999.0,-999.0
SOUTH CAROLINA,2000,1,4.18,5.55
SOUTH CAROLINA,2000,2,8.27,1.26
SOUTH CAROLINA,2000,3,13.36,3.21
SOUTH CAROLINA,2000,4,15.74,1.91
SOUTH CAROLINA,2000,5,24.41,0.89
SOUTH CAROLINA,2000,6,27.07,3.65
SOUTH CAROLINA,2000,7,27.83,3.83
SOUTH CAROLINA,2000,8,26.74,2.75
SOUTH CAROLINA,2000,9,21.98,6.37
SOUTH CAROLINA,2000,10,16.58,0.01
SOUTH CAROLINA,2000,11,10.68,2.8
SOUTH CAROLINA,2000,12,2.31,1.12
SOUTH CAROLINA,2001,1,4.96,1.77
SOUTH CAROLINA,2001,2,9.73,2.13
SOUTH CAROLINA,2001,3,10.59,4.94
SOUTH CAROLINA,2001,4,17.43,0.84
SOUTH CAROLINA,2001,5,23.07,2.18
SOUTH CAROLINA,2001,6,25.46,4.5
SOUTH CAROLINA,2001,7,26.87,3.37
SOUTH CAROLINA,2001,8,27.77,1.6
SOUTH CAROLINA,2001,9,22.58,2.08
SOUTH CAROLINA,2001,10,16.86,0.63
SOUTH CAROLINA,2001,11,15.16,0.77
SOUTH CAROLINA,2001,12,10.45,1.09
SOUTH CAROLINA,2002,1,7.6,2.75
SOUTH CAROLINA,2002,2,7.93,1.88
SOUTH CAROLINA,2002,3,13.8,3.67
SOUTH CAROLINA,2002,4,20.16,1.69
SOUTH CAROLINA,2002,5,21.8,2.89
SOUTH CAROLINA,2002,6,26.69,1.56
SOUTH CAROLINA,2002,7,29.47,2.35
SOUTH CAROLINA,2002,8,27.71,3.58
SOUTH CAROLINA,2002,9,24.66,4.15
SOUTH CAROLINA,2002,10,19.3,3.23
SOUTH CAROLINA,2002,11,10.69,3.05
SOUTH CAROLINA,2002,12,5.63,3.49
SOUTH CAROLINA,2003,1,3.96,1.67
SOUTH CAROLINA,2003,2,7.0,4.07
SOUTH CAROLINA,2003,3,13.31,6.58
SOUTH CAROLINA,2003,4,16.22,5.37
SOUTH CAROLINA,2003,5,21.37,3.95
SOUTH CAROLINA,2003,6,24.24,5.28
SOUTH CAROLINA,2003,7,25.79,6.69
SOUTH CAROLINA,2003,8,26.08,3.55
SOUTH CAROLINA,2003,9,22.13,2.15
SOUTH CAROLINA,2003,10,17.68,2.54
SOUTH CAROLINA,2003,11,14.43,1.02
SOUTH CAROLINA,2003,12,5.5,1.71
SOUTH CAROLINA,2004,1,4.95,1.22
SOUTH CAROLINA,2004,2,5.95,4.52
SOUTH CAROLINA,2004,3,13.34,0.82
SOUTH CAROLINA,2004,4,17.81,1.24
SOUTH CAROLINA,2004,5,25.01,2.23
SOUTH CAROLINA,2004,6,26.58,6.61
SOUTH CAROLINA,2004,7,27.9,3.11
SOUTH CAROLINA,2004,8,25.56,4.2
SOUTH CAROLINA,2004,9,22.56,6.57
SOUTH CAROLINA,2004,10,18.89,0.71
SOUTH CAROLINA,2004,11,13.43,2.64
SOUTH CAROLINA,2004,12,6.74,1.37
SOUTH CAROLINA,2005,1,7.29,1.66
SOUTH CAROLINA,2005,2,7.93,3.85
SOUTH CAROLINA,2005,3,10.79,3.85
SOUTH CAROLINA,2005,4,15.76,2.47
SOUTH CAROLINA,2005,5,20.63,2.76
SOUTH CAROLINA,2005,6,24.99,5.65
SOUTH CAROLINA,2005,7,27.27,5.9
SOUTH CAROLINA,2005,8,26.87,3.8
SOUTH CAROLINA,2005,9,25.83,0.19
SOUTH CAROLINA,2005,10,18.67,2.83
SOUTH CAROLINA,2005,11,13.3,2.1
SOUTH CAROLINA,2005,12,5.83,3.69
SOUTH CAROLINA,2006,1,9.32,2.69
SOUTH CAROLINA,2006,2,7.16,2.7
SOUTH CAROLINA,2006,3,11.62,1.1
SOUTH CAROLINA,2006,4,19.0,1.78
SOUTH CAROLINA,2006,5,22.27,1.99
SOUTH CAROLINA,2006,6,25.63,6.59
SOUTH CAROLINA,2006,7,27.98,2.72
SOUTH CAROLINA,2006,8,27.89,5.02
SOUTH CAROLINA,2006,9,22.64,2.81
SOUTH CAROLINA,2006,10,16.67,2.24
SOUTH CAROLINA,2006,11,11.3,4.56
SOUTH CAROLINA,2006,12,9.49,2.93
SOUTH CAROLINA,2007,1,7.61,3.12
SOUTH CAROLINA,2007,2,6.17,3.05
SOUTH CAROLINA,2007,3,13.65,2.62
SOUTH CAROLINA,2007,4,15.71,2.22
SOUTH CAROLINA,2007,5,21.98,0.86
SOUTH CAROLINA,2007,6,26.31,4.63
SOUTH CAROLINA,2007,7,26.59,2.86
SOUTH CAROLINA,2007,8,30.41,2.08
SOUTH CAROLINA,2007,9,25.12,1.4
SOUTH CAROLINA,2007,10,20.83,1.72
SOUTH CAROLINA,2007,11,11.76,0.48
SOUTH CAROLINA,2007,12,10.33,4.95
SOUTH CAROLINA,2008,1,5.09,2.86
SOUTH CAROLINA,2008,2,8.96,3.52
SOUTH CAROLINA,2008,3,11.85,3.06
SOUTH CAROLINA,2008,4,16.19,2.91
SOUTH CAROLINA,2008,5,21.39,2.24
SOUTH CAROLINA,2008,6,28.07,1.67
SOUTH CAROLINA,2008,7,27.7,3.75
SOUTH CAROLINA,2008,8,26.56,5.92
SOUTH CAROLINA,2008,9,23.07,2.89
SOUTH CAROLINA,2008,10,15.92,3.13
SOUTH CAROLINA,2008,11,9.32,4.45
SOUTH CAROLINA,2008,12,9.43,2.85
SOUTH CAROLINA,2009,1,5.48,1.47
SOUTH CAROLINA,2009,2,7.12,2.62
SOUTH CAROLINA,2009,3,11.4,4.02
SOUTH CAROLINA,2009,4,16.26,2.51
SOUTH CAROLINA,2009,5,21.3,4.69
SOUTH CAROLINA,2009,6,26.86,3.05
SOUTH CAROLINA,2009,7,26.95,3.84
SOUTH CAROLINA,2009,8,27.22,2.77
SOUTH CAROLINA,2009,9,23.92,2.18
SOUTH CAROLINA,2009,10,16.75,4.75
SOUTH CAROLINA,2009,11,12.07,4.17
SOUTH CAROLINA,2009,12,5.67,7.04
SOUTH CAROLINA,2010,1,3.06,3.81
SOUTH CAROLINA,2010,2,3.77,2.91
SOUTH CAROLINA,2010,3,10.32,2.46
SOUTH CAROLINA,2010,4,17.48,1.03
SOUTH CAROLINA,2010,5,23.5,2.93
SOUTH CAROLINA,2010,6,28.36,3.87
SOUTH CAROLINA,2010,7,28.71,4.25
SOUTH CAROLINA,2010,8,27.32,4.82
SOUTH CAROLINA,2010,9,25.52,2.56
SOUTH CAROLINA,2010,10,18.07,1.35
SOUTH CAROLINA,2010,11,11.9,1.32
SOUTH CAROLINA,2010,12,2.18,1.32
SOUTH CAROLINA,2011,1,3.27,1.54
SOUTH CAROLINA,2011,2,8.61,3.76
SOUTH CAROLINA,2011,3,12.43,4.13
SOUTH CAROLINA,2011,4,18.49,2.46
SOUTH CAROLINA,2011,5,22.87,2.55
SOUTH CAROLINA,2011,6,28.39,2.6
SOUTH CAROLINA,2011,7,29.51,3.47
SOUTH CAROLINA,2011,8,28.23,3.16
SOUTH CAROLINA,2011,9,24.04,3.63
SOUTH CAROLINA,2011,10,15.86,2.12
SOUTH CAROLINA,2011,11,12.67,1.93
SOUTH CAROLINA,2011,12,9.87,1.44
SOUTH CAROLINA,2012,1,8.41,1.82
SOUTH CAROLINA,2012,2,9.77,2.15
SOUTH CAROLINA,2012,3,16.7,2.32
SOUTH CAROLINA,2012,4,19.05,1.95
SOUTH CAROLINA,2012,5,23.14,4.04
SOUTH CAROLINA,2012,6,24.74,3.28
SOUTH CAROLINA,2012,7,28.69,4.63
SOUTH CAROLINA,2012,8,25.49,5.8
SOUTH CAROLINA,2012,9,23.06,2.17
SOUTH CAROLINA,2012,10,17.8,0.75
SOUTH CAROLINA,2012,11,10.08,1.28
SOUTH CAROLINA,2012,12,9.88,3.78
SOUTH CAROLINA,2013,1,9.18,1.8
SOUTH CAROLINA,2013,2,6.86,5.35
SOUTH CAROLINA,2013,3,8.62,2.97
SOUTH CAROLINA,2013,4,16.38,3.72
SOUTH CAROLINA,2013,5,19.88,2.62
SOUTH CAROLINA,2013,6,24.84,6.38
SOUTH CAROLINA,2013,7,25.47,7.26
SOUTH CAROLINA,2013,8,24.81,5.75
SOUTH CAROLINA,2013,9,22.47,1.57
SOUTH CAROLINA,2013,10,18.45,0.66
SOUTH CAROLINA,2013,11,10.46,2.02
SOUTH CAROLINA,2013,12,9.12,4.77
SOUTH CAROLINA,2014,1,3.05,2.77
SOUTH CAROLINA,2014,2,7.06,3.28
SOUTH CAROLINA,2014,3,9.09,3.42
SOUTH CAROLINA,2014,4,16.69,3.1
SOUTH CAROLINA,2014,5,21.9,3.64
SOUTH CAROLINA,2014,6,26.41,2.86
SOUTH CAROLINA,2014,7,27.25,3.2
SOUTH CAROLINA,2014,8,26.66,2.58
SOUTH CAROLINA,2014,9,23.49,4.54
SOUTH CAROLINA,2014,10,18.64,1.42
SOUTH CAROLINA,2014,11,9.33,3.83
SOUTH CAROLINA,2014,12,8.4,3.64
SOUTH CAROLINA,2015,1,5.28,2.79
SOUTH CAROLINA,2015,2,3.79,3.8
SOUTH CAROLINA,2015,3,12.64,2.59
SOUTH CAROLINA,2015,4,17.81,3.68
SOUTH CAROLINA,2015,5,22.25,0.92
SOUTH CAROLINA,2015,6,27.57,3.53
SOUTH CAROLINA,2015,7,29.19,2.71
SOUTH CAROLINA,2015,8,27.62,3.99
SOUTH CAROLINA,2015,9,23.95,3.78
SOUTH CAROLINA,2015,10,16.93,10.58
SOUTH CAROLINA,2015,11,13.64,5.55
SOUTH CAROLINA,2015,12,13.96,4.97
SOUTH CAROLINA,2016,1,4.8,1.64
SOUTH CAROLINA,2016,2,7.7,3.59
SOUTH CAROLINA,2016,3,14.73,2.19
SOUTH CAROLINA,2016,4,16.32,1.69
SOUTH CAROLINA,2016,5,20.61,4.5
SOUTH CAROLINA,2016,6,26.88,2.91
SOUTH CAROLINA,2016,7,30.03,2.68
SOUTH CAROLINA,2016,8,28.41,3.44
SOUTH CAROLINA,2016,9,24.64,6.07
SOUTH CAROLINA,2016,10,18.56,3.79
SOUTH CAROLINA,2016,11,12.8,1.16
SOUTH CAROLINA,2016,12,8.32,2.96
SOUTH CAROLINA,2017,1,9.46,4.72
SOUTH CAROLINA,2017,2,11.98,1.45
SOUTH CAROLINA,2017,3,12.29,2.18
SOUTH CAROLINA,2017,4,19.39,4.68
SOUTH CAROLINA,2017,5,22.22,4.31
SOUTH CAROLINA,2017,6,25.49,4.03
SOUTH CAROLINA,2017,7,27.63,3.8
SOUTH CAROLINA,2017,8,27.31,2.28
SOUTH CAROLINA,2017,9,23.92,3.59
SOUTH CAROLINA,2017,10,19.58,1.49
SOUTH CAROLINA,2017,11,12.48,1.02
SOUTH CAROLINA,2017,12,7.61,3.15
SOUTH CAROLINA,2018,1,3.71,2.12
SOUTH CAROLINA,2018,2,13.34,1.97
SOUTH CAROLINA,2018,3,11.03,2.08
SOUTH CAROLINA,2018,4,16.06,3.05
SOUTH CAROLINA,2018,5,23.57,4.21
SOUTH CAROLINA,2018,6,27.43,2.74
SOUTH CAROLINA,2018,7,27.88,3.79
SOUTH CAROLINA,2018,8,27.17,3.19
SOUTH CAROLINA,2018,9,26.31,6.06
SOUTH CAROLINA,2018,10,18.72,4.07
SOUTH CAROLINA,2018,11,10.32,4.72
SOUTH CAROLINA,2018,12,8.21,5.41
SOUTH CAROLINA,2019,1,7.26,2.78
SOUTH CAROLINA,2019,2,11.22,1.5
SOUTH CAROLINA,2019,3,11.98,2.17
SOUTH CAROLINA,2019,4,17.6,2.68
SOUTH CAROLINA,2019,5,24.81,1.87
SOUTH CAROLINA,2019,6,25.74,5.01
SOUTH CAROLINA,2019,7,28.67,2.8
SOUTH CAROLINA,2019,8,28.0,2.81
SOUTH CAROLINA,2019,9,27.44,1.08
SOUTH CAROLINA,2019,10,21.42,2.98
SOUTH CAROLINA,2019,11,10.13,2.34
SOUTH CAROLINA,2019,12,9.16,6.67
SOUTH CAROLINA,2020,1,9.18,4.52
SOUTH CAROLINA,2020,2,9.62,5.38
SOUTH CAROLINA,2020,3,15.17,3.43
SOUTH CAROLINA,2020,4,16.64,2.98
SOUTH CAROLINA,2020,5,20.22,5.39
SOUTH CAROLINA,2020,6,24.73,2.37
SOUTH CAROLINA,2020,7,28.68,3.37
SOUTH CAROLINA,2020,8,27.3,4.76
SOUTH CAROLINA,2020,9,23.13,4.9
SOUTH CAROLINA,2020,10,19.61,1.39
SOUTH CAROLINA,2020,11,14.89,3.05
SOUTH CAROLINA,2020,12,6.97,2.75
SOUTH CAROLINA,2021,1,6.88,3.89
SOUTH CAROLINA,2021,2,7.88,5.63
SOUTH CAROLINA,2021,3,13.3,2.24
SOUTH CAROLINA,2021,4,16.56,0.94
SOUTH CAROLINA,2021,5,21.73,1.95
SOUTH CAROLINA,2021,6,25.51,4.75
SOUTH CAROLINA,2021,7,27.02,5.07
SOUTH CAROLINA,2021,8,26.87,4.78
SOUTH CAROLINA,2021,9,23.56,2.36
SOUTH CAROLINA,2021,10,19.86,1.52
SOUTH CAROLINA,2021,11,11.0,0.43
SOUTH CAROLINA,2021,12,12.15,2.69
SOUTH CAROLINA,2022,1,5.33,3.28
SOUTH CAROLINA,2022,2,9.92,1.78
SOUTH CAROLINA,2022,3,13.94,2.91
SOUTH CAROLINA,2022,4,17.11,3.61
SOUTH CAROLINA,2022,5,23.52,2.19
SOUTH CAROLINA,2022,6,27.87,2.68
SOUTH CAROLINA,2022,7,27.72,4.77
SOUTH CAROLINA,2022,8,26.82,3.73
SOUTH CAROLINA,2022,9,23.61,3.94
SOUTH CAROLINA,2022,10,16.73,0.87
SOUTH CAROLINA,2022,11,13.64,2.95
SOUTH CAROLINA,2022,12,7.25,2.83
SOUTH CAROLINA,2023,1,9.54,4.85
SOUTH CAROLINA,2023,2,12.52,3.43
SOUTH CAROLINA,2023,3,13.32,3.19
SOUTH CAROLINA,2023,4,17.3,4.33
SOUTH CAROLINA,2023,5,19.86,3.13
SOUTH CAROLINA,2023,6,24.46,5.21
SOUTH CAROLINA,2023,7,27.81,3.95
SOUTH CAROLINA,2023,8,28.31,5.02
SOUTH CAROLINA,2023,9,23.46,2.72
SOUTH CAROLINA,2023,10,17.96,1.64
SOUTH CAROLINA,2023,11,12.14,2.04
SOUTH CAROLINA,2023,12,8.88,4.5
SOUTH CAROLINA,2024,1,6.64,3.33
SOUTH CAROLINA,2024,2,9.46,2.33
SOUTH CAROLINA,2024,3,14.01,5.16
SOUTH CAROLINA,2024,4,17.96,1.85
SOUTH CAROLINA,2024,5,23.2,3.41
SOUTH CAROLINA,2024,6,27.94,2.36
SOUTH CAROLINA,2024,7,28.44,7.07
SOUTH CAROLINA,2024,8,25.93,6.25
SOUTH CAROLINA,2024,9,23.62,6.08
SOUTH CAROLINA,2024,10,18.12,0.07
SOUTH CAROLINA,2024,11,14.74,4.07
SOUTH CAROLINA,2024,12,7.75,2.24
SOUTH CAROLINA,2025,1,3.6,1.53
SOUTH CAROLINA,2025,2,10.11,1.76
SOUTH CAROLINA,2025,3,13.59,2.98
SOUTH CAROLINA,2025,4,19.7,2.0
SOUTH CAROLINA,2025,5,22.34,6.36
SOUTH CAROLINA,2025,6,26.54,3.64
SOUTH CAROLINA,2025,7,29.09,3.88
SOUTH CAROLINA,2025,8,25.23,5.26
SOUTH CAROLINA,2025,9,24.09,1.11
SOUTH CAROLINA,2025,10,17.96,2.74
SOUTH CAROLINA,2025,11,12.97,0.26
SOUTH CAROLINA,2025,12,-999.0,-999.0
SOUTH DAKOTA,2000,1,-6.27,0.24
SOUTH DAKOTA,2000,2,-1.45,0.39
SOUTH DAKOTA,2000,3,4.01,0.66
SOUTH DAKOTA,2000,4,7.55,2.25
SOUTH DAKOTA,2000,5,15.73,2.64
SOUTH DAKOTA,2000,6,19.82,2.2
SOUTH DAKOTA,2000,7,24.39,2.15
SOUTH DAKOTA,2000,8,24.16,1.93
SOUTH DAKOTA,2000,9,18.23,0.38
SOUTH DAKOTA,2000,10,10.56,1.17
SOUTH DAKOTA,2000,11,-3.37,1.32
SOUTH DAKOTA,2000,12,-12.1,0.3
SOUTH DAKOTA,2001,1,-4.76,0.82
SOUTH DAKOTA,2001,2,-9.43,1.02
SOUTH DAKOTA,2001,3,0.55,0.27
SOUTH DAKOTA,2001,4,7.8,4.32
SOUTH DAKOTA,2001,5,15.09,2.31
SOUTH DAKOTA,2001,6,20.53,2.84
SOUTH DAKOTA,2001,7,26.1,2.27
SOUTH DAKOTA,2001,8,25.26,0.45
SOUTH DAKOTA,2001,9,17.7,1.77
SOUTH DAKOTA,2001,10,8.84,0.86
SOUTH DAKOTA,2001,11,4.61,1.31
SOUTH DAKOTA,2001,12,-3.88,0.07
SOUTH DAKOTA,2002,1,-3.85,0.42
SOUTH DAKOTA,2002,2,-0.89,0.1
SOUTH DAKOTA,2002,3,-3.93,0.77
SOUTH DAKOTA,2002,4,7.49,1.24
SOUTH DAKOTA,2002,5,12.74,1.08
SOUTH DAKOTA,2002,6,23.69,1.64
SOUTH DAKOTA,2002,7,27.71,1.58
SOUTH DAKOTA,2002,8,22.86,3.3
SOUTH DAKOTA,2002,9,18.49,1.12
SOUTH DAKOTA,2002,10,4.36,0.97
SOUTH DAKOTA,2002,11,1.29,0.03
SOUTH DAKOTA,2002,12,-2.51,0.2
SOUTH DAKOTA,2003,1,-6.72,0.39
SOUTH DAKOTA,2003,2,-7.81,0.8
SOUTH DAKOTA,2003,3,0.81,0.39
SOUTH DAKOTA,2003,4,8.94,2.1
SOUTH DAKOTA,2003,5,14.27,2.44
SOUTH DAKOTA,2003,6,19.54,3.25
SOUTH DAKOTA,2003,7,25.36,1.68
SOUTH DAKOTA,2003,8,25.27,1.09
SOUTH DAKOTA,2003,9,17.03,1.24
SOUTH DAKOTA,2003,10,12.0,0.7
SOUTH DAKOTA,2003,11,-1.53,0.85
SOUTH DAKOTA,2003,12,-2.77,0.14
SOUTH DAKOTA,2004,1,-8.43,0.2
SOUTH DAKOTA,2004,2,-4.14,0.53
SOUTH DAKOTA,2004,3,3.5,1.42
SOUTH DAKOTA,2004,4,9.29,0.76
SOUTH DAKOTA,2004,5,14.44,3.44
SOUTH DAKOTA,2004,6,18.49,3.67
SOUTH DAKOTA,2004,7,22.94,2.55
SOUTH DAKOTA,2004,8,20.06,2.38
SOUTH DAKOTA,2004,9,18.27,4.49
SOUTH DAKOTA,2004,10,9.67,1.68
SOUTH DAKOTA,2004,11,2.07,0.31
SOUTH DAKOTA,2004,12,-3.3,0.07
SOUTH DAKOTA,2005,1,-8.1,0.29
SOUTH DAKOTA,2005,2,-1.89,0.28
SOUTH DAKOTA,2005,3,1.65,0.45
SOUTH DAKOTA,2005,4,9.64,1.34
SOUTH DAKOTA,2005,5,13.77,2.81
SOUTH DAKOTA,2005,6,21.09,5.36
SOUTH DAKOTA,2005,7,25.71,0.95
SOUTH DAKOTA,2005,8,23.58,1.73
SOUTH DAKOTA,2005,9,19.55,2.99
SOUTH DAKOTA,2005,10,9.66,0.54
SOUTH DAKOTA,2005,11,1.8,1.44
SOUTH DAKOTA,2005,12,-6.77,0.5
SOUTH DAKOTA,2006,1,-0.8,0.3
SOUTH DAKOTA,2006,2,-4.71,0.17
SOUTH DAKOTA,2006,3,1.06,1.02
SOUTH DAKOTA,2006,4,11.16,1.49
SOUTH DAKOTA,2006,5,16.42,0.85
SOUTH DAKOTA,2006,6,22.86,1.45
SOUTH DAKOTA,2006,7,28.23,0.74
SOUTH DAKOTA,2006,8,23.63,3.78
SOUTH DAKOTA,2006,9,14.76,2.64
SOUTH DAKOTA,2006,10,7.19,0.33
SOUTH DAKOTA,2006,11,1.07,0.38
SOUTH DAKOTA,2006,12,-2.64,1.12
SOUTH DAKOTA,2007,1,-6.63,0.19
SOUTH DAKOTA,2007,2,-8.31,0.99
SOUTH DAKOTA,2007,3,4.3,2.01
SOUTH DAKOTA,2007,4,6.48,1.84
SOUTH DAKOTA,2007,5,16.7,4.99
SOUTH DAKOTA,2007,6,20.96,3.68
SOUTH DAKOTA,2007,7,26.03,0.66
SOUTH DAKOTA,2007,8,22.18,4.18
SOUTH DAKOTA,2007,9,17.97,1.46
SOUTH DAKOTA,2007,10,10.28,3.16
SOUTH DAKOTA,2007,11,1.24,0.02
SOUTH DAKOTA,2007,12,-6.24,0.49
SOUTH DAKOTA,2008,1,-8.08,0.15
SOUTH DAKOTA,2008,2,-6.81,0.28
SOUTH DAKOTA,2008,3,0.05,1.11
SOUTH DAKOTA,2008,4,6.35,1.38
SOUTH DAKOTA,2008,5,12.86,2.6
SOUTH DAKOTA,2008,6,18.77,4.47
SOUTH DAKOTA,2008,7,24.04,3.48
SOUTH DAKOTA,2008,8,23.31,0.99
